0 0.196584
0 0.196682
0 0.196781
0 0.196879
0 0.196977
0 0.197076
0 0.197175
0 0.197273
0 0.197371
0 0.197470
0 0.197568
0 0.197667
0 0.197765
0 0.197864
0 0.197962
0 0.198060
0 0.198159
0 0.198257
0 0.198356
0 0.198454
0 0.198553
0 0.198651
0 0.198750
0 0.198848
0 0.198947
0 0.199045
0 0.199143
0 0.199242
0 0.199340
0 0.199439
0 0.199537
0 0.199636
0 0.199734
0 0.199833
0 0.199931
0 0.200030
0 0.200128
0 0.200226
0 0.200325
0 0.200423
0 0.200522
0 0.200620
0 0.200719
0 0.200817
0 0.200916
0 0.201014
0 0.201113
0 0.201211
0 0.201309
0 0.201408
0 0.201506
0 0.201605
0 0.201703
0 0.201802
0 0.201900
0 0.201999
0 0.202097
0 0.202196
0 0.202294
0 0.202392
0 0.202491
0 0.202589
0 0.202688
0 0.202786
0 0.202885
0 0.202983
0 0.203082
0 0.203180
0 0.203279
0 0.203377
0 0.203475
0 0.203574
0 0.203672
0 0.203771
0 0.203869
0 0.203967
0 0.204066
0 0.204164
0 0.204263
0 0.204361
0 0.204460
0 0.204558
0 0.204657
0 0.204755
0 0.204854
0 0.204952
0 0.205051
0 0.205149
0 0.205247
0 0.205346
0 0.205444
0 0.205543
0 0.205641
0 0.205740
0 0.205838
0 0.205937
0 0.206035
0 0.206134
0 0.206232
0 0.206330
0 0.206429
0 0.206527
0 0.206626
0 0.206724
0 0.206823
0 0.206921
0 0.207020
0 0.207118
0 0.207216
0 0.207315
0 0.207413
0 0.207512
0 0.207610
0 0.207709
0 0.207807
0 0.207906
0 0.208004
0 0.208102
0 0.208201
0 0.208299
0 0.208398
0 0.208496
0 0.208595
0 0.208693
0 0.208792
0 0.208890
0 0.208989
0 0.209087
0 0.209185
0 0.209284
0 0.209383
0 0.209481
0 0.209579
0 0.209678
0 0.209776
0 0.209875
0 0.209973
0 0.210072
0 0.210170
0 0.210268
0 0.210367
0 0.210466
0 0.210564
0 0.210662
0 0.210761
0 0.210859
0 0.210958
0 0.211056
0 0.211154
0 0.211253
0 0.211351
0 0.211450
0 0.211548
0 0.211647
0 0.211745
0 0.211844
0 0.211942
0 0.212041
0 0.212139
0 0.212237
0 0.212336
0 0.212434
0 0.212533
0 0.212631
0 0.212730
0 0.212828
0 0.212927
0 0.213025
0 0.213124
0 0.213222
0 0.213320
0 0.213419
0 0.213517
0 0.213616
0 0.213714
0 0.213812
0 0.213911
0 0.214010
0 0.214108
0 0.214207
0 0.214305
0 0.214403
0 0.214502
0 0.214600
0 0.214699
0 0.214797
0 0.214896
0 0.214994
0 0.215093
0 0.215191
0 0.215289
0 0.215388
0 0.215486
0 0.215585
0 0.215683
0 0.215782
0 0.215880
0 0.215978
0 0.216077
0 0.216176
0 0.216274
0 0.216372
0 0.216471
0 0.216569
0 0.216668
0 0.216766
0 0.216865
0 0.216963
0 0.217062
0 0.217160
0 0.217259
0 0.217357
0 0.217455
0 0.217554
0 0.217652
0 0.217751
0 0.217849
0 0.217948
0 0.218046
0 0.218144
0 0.218243
0 0.218341
0 0.218440
0 0.218538
0 0.218637
0 0.218735
0 0.218834
0 0.218932
0 0.219031
0 0.219129
0 0.219227
0 0.219326
0 0.219424
0 0.219523
0 0.219621
0 0.219720
0 0.219818
0 0.219917
0 0.220015
0 0.220114
0 0.220212
0 0.220310
0 0.220409
0 0.220507
0 0.220606
0 0.220704
0 0.220803
0 0.220901
0 0.221000
0 0.221098
0 0.221197
0 0.221295
0 0.221393
0 0.221492
0 0.221590
0 0.221689
0 0.221787
0 0.221886
0 0.221984
0 0.222083
0 0.222181
0 0.222280
0 0.222378
0 0.222476
0 0.222575
0 0.222673
0 0.222772
0 0.222870
0 0.222969
0 0.223067
0 0.223166
0 0.223264
0 0.223362
0 0.223461
0 0.223559
0 0.223658
0 0.223756
0 0.223855
0 0.223953
0 0.224052
0 0.224150
0 0.224249
0 0.224347
0 0.224445
0 0.224544
0 0.224642
0 0.224741
0 0.224839
0 0.224938
0 0.225036
0 0.225135
0 0.225233
0 0.225331
0 0.225430
0 0.225528
0 0.225627
0 0.225725
0 0.225824
0 0.225922
0 0.226021
0 0.226119
0 0.226217
0 0.226316
0 0.226414
0 0.226513
0 0.226611
0 0.226710
0 0.226808
0 0.226907
0 0.227005
0 0.227104
0 0.227202
0 0.227300
0 0.227399
0 0.227497
0 0.227596
0 0.227694
0 0.227793
0 0.227891
0 0.227989
0 0.228088
0 0.228187
0 0.228285
0 0.228383
0 0.228482
0 0.228580
0 0.228679
0 0.228777
0 0.228876
0 0.228974
0 0.229072
0 0.229171
0 0.229269
0 0.229368
0 0.229466
0 0.229565
0 0.229663
0 0.229762
0 0.229860
0 0.229959
0 0.230057
0 0.230155
0 0.230254
0 0.230352
0 0.230451
0 0.230549
0 0.230648
0 0.230746
0 0.230845
0 0.230943
0 0.231042
0 0.231140
0 0.231238
0 0.231337
0 0.231435
0 0.231534
0 0.231632
0 0.231731
0 0.231829
0 0.231928
0 0.232026
0 0.232125
0 0.232223
0 0.232321
0 0.232420
0 0.232518
0 0.232617
0 0.232715
0 0.232814
0 0.232912
0 0.233011
0 0.233109
0 0.233207
0 0.233306
0 0.233404
0 0.233503
0 0.233601
0 0.233700
0 0.233798
0 0.233897
0 0.233995
0 0.234094
0 0.234192
0 0.234290
0 0.234389
0 0.234487
0 0.234586
0 0.234684
0 0.234783
0 0.234881
0 0.234980
0 0.235078
0 0.235177
0 0.235275
0 0.235373
0 0.235472
0 0.235570
0 0.235669
0 0.235767
0 0.235866
0 0.235964
0 0.236063
0 0.236161
0 0.236260
